SL,EEG,BP,HR,CIRCULATION,ACTIVITY
30266,-3238.31,122,171,1747,5
46667.6,-6790,18,215,2188,3
60324,-7202,196,291,2825,0
33654,-3551.78,79,176,1922,4
236439,-11919,82,471,7842,0
52524.6,-6074.9,47,288,2334,4
78539.8,-3570,50,272,3539,4
4355.45,-679,15,88,292,1
68363,-1143,45,284,2901,0
10299.4,-3180,14,109,689,3
204909,-9700,69,390,7459,5
15608.1,-2725.86,75,134,970,4
71157.7,-5612.2,47,262,3211,5
87432.8,-3100,54,223,2059,2
471876,-12000,70,483,15505,3
32710.2,-3525.18,94,176,1922,4
7529.36,-1900.47,59,104,457,3
9444.61,-3055.8,98,130,490,2
59648,-5627,32,275,2753,0
92110,-5886,30,294,4064,0
153002,-10387,185,400,5535,0
27717.4,-1510,25,194,1521,4
3793.96,-1010,13,79,317,2
20818,-3721,161,162,1255,0
28967.3,-2520,41,166,1414,5
267837,-11473,54,410,10529,0
28716.8,-3439.81,39,179,1626,5
93084,-7089,71,329,3808,0
90593,-4532,17,222,4144,0
38130.4,-3721.39,37,180,2054,5
12862.3,-456047,26,132,806,4
48500,-4436,50,261,2328,0
26527.4,-3636.76,25,174,1415,4
26309.8,-3351.99,23,174,1415,3
409583,-8120,61,473,14125,2
39298.3,-3594.69,29,193,2118,4
97387.4,-5997.13,168,281,4061,4
52075.4,-5020,22,215,2188,3
3441,-1621,7,95,269,0
14074,-3700,103,153,771,0
2229.47,-1022.6,32,54,165,2
85623.6,-2510,55,223,2059,3
70285.5,-5700.43,38,262,3211,5
68073,-6167,104,292,2679,0
111613,-9781,175,301,5018,0
51810.7,-3210,26,188,2599,3
280750,-11300,73,540,8870,3
7660.14,-1863.96,75,104,457,2
87103.4,-3160,17,220,3450,3
159812,-10400,90,388,6290,4
9618.1,-2554.01,97,130,490,2
7135.8,-1767,50,93,545,4
34426.9,-3090,26,166,1414,4
1437.77,-1007.61,42,52,133,1
1776.01,-1755.02,50,84,136,0
282722,-9698.75,66,468,9276,5
516177,-11510.9,144,540,18067,4
21945.4,-2854.94,81,152,1165,4
375981,-12748,71,507,13152,0
27315,-1870,39,156,1364,4
30433.3,-3412.36,127,171,1747,5
3136.24,-1195.98,42,71,249,3
33562.7,14100,23,234,1581,3
282723,-15700,58,540,8870,4
3371.57,-1076.47,38,71,249,3
94747.9,-5667.16,48,294,4249,5
13429.8,-1538.95,25,96,804,3
47336,-5759.16,69,273,2061,4
414043,-8280,63,473,14125,3
277641,-8804,49,381,10238,0
7458.94,-1624.6,49,93,545,3
11119.3,-1912.54,31,102,764,4
71637.2,-5533.16,54,262,3211,5
8489.3,-1538.27,31,87,483,0
2192.04,-1103.87,20,54,165,2
24315.6,-1370,16,166,1111,5
7555.29,-1612.32,49,93,545,3
48029.1,-3300,51,223,2059,3
31749,-4094,29,161,1868,0
55331,-5446,37,218,2390,0
162162,-7754.51,76,352,6744,3
175130,-7443,53,410,5323,0
10518.5,-2030,35,154,587,2
91289,-7830,47,299,3714,0
2769,-1106,3,59,166,0
115635,-4640,53,235,4905,3
26234.4,-3384.74,29,174,1415,4
10607,-2710,18,96,580,0
4320.41,-558,13,88,292,1
59052,-7234,78,324,2759,0
98176.2,-5748.09,154,281,4061,4
37849.5,-3790.74,39,180,2054,5
57692,-7205,82,258,2330,0
27754.9,-2904.36,102,158,1403,4
83593.5,-1020,25,220,3450,3
4154.12,-1526.91,126,88,318,2
4633.68,-2692.97,32,131,271,4
4173.87,-1472.52,125,88,318,2
113351,-4130,44,235,4905,3
13430,-2950.43,18,148,729,5
161065,-10000,99,388,6290,4
30178.1,-3460.06,125,171,1747,0
2158.09,-1068.44,20,54,165,2
25711,-5363,88,146,1209,0
140452,-8482,54,369,5536,0
31063,-4898,55,209,1468,0
34343.8,-4452.98,126,208,1691,4
118728,-4140,79,331,4721,0
5200.46,-892,14,85,343,5
12485,-3637,30,142,767,0
98430.3,-5828.66,174,281,4061,5
37380,-3115,32,176,1696,0
44871.4,-2130,34,166,1414,3
8580,-3250,18,123,517,0
114305,-3380,47,235,4905,3
141951,-7254,39,331,5532,0
28728.2,-3418.35,35,179,1626,5
98380.3,-5494.96,144,281,4061,4
472342,-9620,38,483,15505,2
412086,-6620,60,473,14125,3
26092.9,-4344.35,39,214,1469,4
89290.7,-6700,46,254,3885,3
26340.6,-2320,32,156,1364,3
196483,-7870,48,390,7459,5
28618.6,-2610,27,194,1521,5
12958.2,-1622.58,15,96,804,2
141247,-4180,48,315,5844,3
248377,-11700,98,537,8350,3
60470.1,-6498.04,147,305,2610,3
44998.2,-5714.46,55,273,2061,5
14889,-4903,15,160,769,0
51081.9,-2460,40,234,2464,3
10058.8,-1280,29,149,549,5
173366,-7200,65,403,6746,3
83662.8,-2240,55,223,2059,2
124944,-11838,237,354,4919,0
398873,-8370,81,473,14125,4
10370.5,-3190,13,109,689,3
366884,-14247,111,472,12970,0
145365,-4280,53,315,5844,4
110856,-5130,34,322,4619,3
80813,-5728,186,241,3136,0
10190.5,-2140,37,154,587,3
60594.3,-5610,29,247,2754,3
20892.6,-3307.91,77,163,1162,4
262549,-14700,82,540,8870,3
27466.9,-1870,27,166,1414,4
12235,-1670.8,13,105,765,3
410106,-9280,65,473,14125,3
1447.52,-997689,42,52,133,2
90825.8,-4080,49,254,3885,4
46391.7,-5865.83,62,273,2061,4
2484,-719,19,77,186,0
12579.3,-1686.98,14,105,765,4
41885,-4572,27,213,1992,0
27422.6,-2928.48,85,156,1521,4
11119.2,-1918.67,31,102,764,4
4262.17,-1320,14,88,292,2
84615.2,-7010,45,272,3539,5
49584.4,-4980,27,216,2677,3
40263.2,-1730,41,234,1581,2
12571,-3620,286,131,764,0
25737.6,-1900,29,166,1111,3
4342,-2608,17,100,270,0
516224,-11555.7,138,540,18067,4
3249.8,-1158.08,35,71,249,3
7320.94,-1617.07,51,93,545,2
279957,-13400,64,540,8870,3
14879.8,-2771.1,78,134,970,3
3178.44,-1128.08,38,71,249,3
26176.9,-2050,25,156,1364,3
9894.1,-2370.49,21,123,621,3
9289.35,-3192.86,15,138,554,2
71412.6,-5628.32,28,262,3211,5
3157.56,-1085.28,38,71,249,3
39647.6,-3980.49,101,205,1751,4
58233.7,-5750,40,215,2188,3
81092,-4230,54,272,3539,4
7511.58,-1780,157,109,486,5
141501,-5480,44,315,5844,3
354096,-15114,116,561,11745,0
85192.7,-2960,19,220,3450,3
38130.8,-3808.5,41,180,2054,5
20768,-3656,41,165,1024,0
4268.28,-1552.03,122,88,318,2
626764,-10352,115,484,9688,0
30931,-3057,12,158,1580,0
37689.6,-3932.59,53,180,2054,5
36356,-2900,29,234,1581,2
181069,-6692,40,277,7201,0
122375,-8474,35,319,5119,0
48079.4,-1410,27,166,1414,5
68785,-5209.83,145,247,3373,1
24902.6,-3248.58,29,157,1519,3
39256.8,-2970,21,196,1885,3
104601,-5846,34,262,4623,0
42748.7,-1570,53,223,2059,2
42738.6,-3052.6,97,159,2181,3
63.3573,-455,6,33,5,2
8013.07,-1030,20,111,453,4
3414.74,-2430,20,86,205,4
4598,-1821,109,85,342,0
115567,-3860,54,271,4426,2
37402.5,-3811.3,34,193,2118,4
539834,-14014,86,582,17882,0
90961.7,-4830,48,254,3885,3
9478.59,-3142.1,94,130,490,0
139653,-4240,42,315,5844,3
4512.69,-644,9,79,317,4
9278.52,-3136.08,15,138,554,4
85260.6,-2660,22,220,3450,3
267599,-10496,36,396,9400,0
74148,-5885,42,291,3217,0
7524.57,-1888.65,75,104,457,2
178744,-9938,296,381,6978,0
28729.4,-3420.37,33,179,1626,4
10780.6,-2400,38,154,587,3
230844,-8095,94,419,8352,0
11175,-3806,62,171,620,0
79811.6,-5450,58,272,3539,3
4087.83,-2350.43,71,101,249,4
249718,-10400,61,540,8870,4
16553.2,-2825.42,79,142,844,4
27280,-5304,122,159,1628,0
52519.9,-7039.07,43,288,2334,0
41364,-6067,42,280,1938,0
268551,-10935,63,481,9959,0
5346.56,-1790,8,79,292,2
38242.1,-3560.61,41,180,2054,4
34441.2,-1980,22,234,1581,2
183794,-4590,73,403,6746,4
406787,-8510,57,473,14125,4
28721.3,-3381.25,33,179,1626,4
4349.85,-1880,15,79,292,2
115111,-5340,55,271,4426,3
39996,-3736,37,181,2181,0
9436,-2997,11,140,554,0
50.0457,-567,92,33,5,4
7183.05,-1674.76,52,93,545,4
175455,-6740,82,403,6746,3
69622.4,-5440.91,131,247,3373,2
309652,-12776,91,482,9834,0
85817.3,-3910,20,220,3450,3
23616.5,-897,18,166,1111,4
465709,-12700,80,483,15505,3
39182,-4420,33,236,1813,0
232299,-12288,95,437,7837,0
25863,-5669,34,200,1468,0
52969.3,-3290,104,224,2192,3
74748.4,-4980,31,249,3630,2
13431.2,-2838.9,11,148,729,3
409991,-9310,56,473,14125,2
11978,-2116,35,128,769,0
13424.5,-1597.91,16,96,804,2
163265,-7354.62,78,352,6744,2
46748,-1450,47,223,2059,4
235068,-6996,58,349,9396,0
437696,-12120,34,376,6518,0
60754,-5331,138,232,2602,0
74233.4,-159,25,249,3630,2
16404.4,-2979.67,81,172,973,4
43197,-4534,46,190,2318,0
115837,-1970,44,235,4905,2
4325.65,-1183.91,18,72,340,4
200678,-9370,42,390,7459,4
90940.7,-4040,45,254,3885,3
39520,-6475,56,214,1931,0
479263,-11700,54,483,15505,5
67246,-4383,63,249,2903,0
52031.6,-3070,43,188,2599,3
9535.62,-2467.9,13,123,621,2
144015,-4957.24,40,248,5018,0
12233.2,-2765.3,80,136,619,4
86906,-7672,76,299,3801,0
45950,-4715,28,206,2194,0
52284.9,-4160,20,216,2677,3
142646,-6213.24,167,308,6057,3
38120.2,-4218.68,97,205,1751,2
4775.39,-919,23,85,343,1
34794,-4704,151,205,1637,0
4883.07,-2551.8,25,131,271,5
1452.75,-966672,42,52,133,2
38842.4,-4072.43,30,193,2118,4
757543,-15116,90,629,18498,0
1646.18,-755785,37,52,133,3
1073,-937,14,66,87,0
54873.3,-2760,58,224,2192,4
470341,-13200,45,483,15505,3
1969.8,-616.39,7,43,161,5
47926.5,-5715.97,76,273,2061,5
21504,-3789,18,154,1201,0
9130.35,-1020,22,102,516,4
60381.5,-5080,34,215,2188,3
197060,-4780,81,403,6746,4
165927,-7525,76,321,7208,0
11283.2,-3195.81,46,156,654,4
25682.7,-3380.14,36,174,1415,4
61673.8,-4446.68,127,237,2672,5
5113.75,-1470,24,85,343,1
204814,-8886,24,374,7459,0
13336.5,-2469.27,17,132,806,4
50910.6,-3340,40,234,2464,3
30625.6,-3239.88,120,171,1747,5
37489.1,-3703.48,49,180,2054,5
10457.2,-2180,36,154,587,2
49921,-3879,30,216,2601,0
13292.9,-1564.25,16,96,804,2
1410.5,-1066.76,39,52,133,0
25035.6,-3166.78,32,157,1519,3
277467,-10900,68,540,8870,4
111172,-5440,42,322,4619,4
28996.3,-3378.1,35,179,1626,5
25456,-3827,32,223,1317,0
14178.6,-2340.81,88,120,809,3
51.3272,-523,6,33,5,1
62391,-6441,26,238,2679,0
10204.3,-4030,26,109,689,3
516401,-11620.2,147,540,18067,4
11997.5,-2546.58,82,128,693,2
27283,-3705,392,176,1571,0
145531,-8265,45,345,5640,0
21168.9,-306,31,166,1111,3
2021,-1375,8,60,148,0
52132.7,-2760,53,188,2599,5
143278,-6069.13,166,308,6057,3
85411.9,-2490,22,220,3450,3
123102,-8574,100,317,4724,0
60.9691,-469,96,33,5,2
17191,-2678.59,81,142,844,4
37905.5,-4176.08,128,205,1751,3
214421,-11567,154,390,8347,0
849315,-14655,70,568,18272,0
4506,-2124,14,101,317,0
8702.4,-1902.74,64,107,517,5
39556.8,-3866.13,28,193,2118,4
47425,-6570,33,215,2188,3
190186,-6763,34,310,6508,0
117269,-5580,54,271,4426,2
27657.9,-2932.47,100,158,1403,3
9778.28,-3143.55,30,138,554,3
37164.5,2030,42,234,1581,2
4059.86,-2290.12,69,101,249,4
74442,-5532,28,252,3455,0
49001,-5152,59,228,2329,0
46893.8,-5947.8,67,273,2061,4
71613.4,-5664.73,29,262,3211,5
41126,-5569,26,189,1994,0
10317.9,-2298.04,22,123,621,5
38484.3,-3776.67,25,193,2118,3
28713.3,-3397.78,35,179,1626,4
10268,-3500,16,109,689,3
60862.4,1630,42,247,2754,3
10157.7,-2457.06,22,123,621,4
2092.77,-1619.92,4,82,185,5
94102,-5956,50,261,4155,0
3456.15,-722181,31,51,132,2
5176.73,-2108.01,59,107,346,3
46644.8,-5852.49,67,273,2061,4
14646,-3758,17,126,806,0
44187,-6851,49,279,2003,0
57841,-5890,24,215,2188,3
50352.7,-3530,49,224,2192,4
26360.6,-3394.16,42,174,1415,3
73464.1,-4580,23,249,3630,1
34791.1,-3000,31,166,1414,4
12102.3,-2511.61,82,128,693,3
11374.4,-3088.99,38,156,654,4
25385.8,-3122.92,34,157,1519,3
57904.3,-4439.24,144,217,2904,4
101793,-7019,116,275,4148,0
25181,-3179.72,27,157,1519,3
163826,-7555.21,71,352,6744,2
52218.2,-6156.94,52,288,2334,4
1454.43,-925579,35,52,133,2
37602.5,-3840.27,39,180,2054,5
14376,-3306,20,152,892,0
22004,-5297,116,204,1070,0
178927,-8576,60,345,7214,0
60976,-6453,25,255,2828,0
199853,-7748,296,346,8209,0
121556,-5244,149,341,4441,0
13925.3,-2382.49,98,120,809,3
8012,-2649,34,133,487,0
23777,-2810,31,146,1258,0
96912.5,-3440,33,220,3450,4
26081.7,-2810,28,156,1364,3
1939.15,-1058.31,5,63,166,3
117075,-6370,70,271,4426,5
10239.5,-3090,16,109,689,3
2930,-2285,13,75,187,0
27749,-3675,64,193,1632,0
443927,-16710,128,693,13324,0
20154.6,-3500.78,79,163,1162,2
11533,-2168,59,108,765,0
7546.56,-1877.2,77,104,457,2
3170.73,-1149.19,45,71,249,2
59410.4,-6303.99,159,305,2610,2
38774.4,-3560,21,196,1885,3
4270.93,-1242.66,11,72,340,5
258583,-6200,56,540,8870,3
22128.7,-2943.31,82,145,1156,5
15438.8,-2654.05,66,134,970,3
51748.9,-3620,22,188,2599,4
24106.3,-496,12,166,1111,3
91283,-7959,74,291,3888,0
54649.2,-4150,32,216,2677,4
195370,-4210,50,390,7459,3
160264,-9060,91,388,6290,3
3938.09,-1070,22,88,292,3
75543,-4755,27,227,3794,0
5013.78,-2010,6,79,292,2
22245.8,-1760,25,182,1212,4
113467,-3630,47,235,4905,2
213920,-7010.88,42,336,8195,0
10177.2,-2400,36,154,587,3
13864.5,-2880.43,19,148,729,3
25677,-4613,27,185,1116,0
26247.4,-3302.05,26,174,1415,4
9274.98,-3105.44,25,138,554,3
2133,-1449,2,63,146,0
7174.03,-1615.69,52,93,545,4
12154.8,-2652.28,83,136,619,3
34028.9,-3413.54,71,176,1922,4
43935,-4229,107,213,2190,0
1536.49,-1530.79,19,76,147,4
16793,-3006,21,138,555,0
138535,-5580,44,315,5844,2
114418,-2870,35,235,4905,2
5092.29,-2254.51,71,107,346,3
27344.7,-2460,28,156,1364,4
113826,-2690,60,235,4905,3
4255.3,-1280,14,88,292,1
246855,-9500,102,537,8350,3
119846,-9619,34,360,4434,0
12161.9,-2446.82,77,128,693,4
45915,-4686,63,229,2254,0
36885,-5031,14,166,1806,0
10681.1,-1990.35,34,102,764,5
9229.25,-3080.58,19,138,554,2
45319.4,-2670,43,223,2059,3
5425.36,-1990,16,79,292,2
39255,-5186,50,273,1695,0
80786.9,-158,68,223,2059,2
477532,-11300,46,483,15505,3
91054,-6164,62,293,3887,0
62176,-5485,27,265,2905,0
5728.99,-1560,21,79,292,2
37445.8,-3791.2,44,180,2054,4
12852.4,-2817.36,15,132,806,4
3254.26,-1223,33,71,249,3
57876,-4515.76,140,217,2904,2
17346,-1834,31,136,1022,0
73491.5,-4200,25,249,3630,1
188347,-5336,58,323,7333,0
29344,-3825,90,162,1576,0
16231,-4132,26,148,1019,0
7385.73,-1624.35,49,93,545,3
38797.7,-3676.14,37,180,2054,4
41785.9,-5541.69,120,227,2059,0
3469.44,-802551,49,51,132,3
233475,-10600,45,442,8206,0
4126.9,-2288.53,69,101,249,4
4261.85,-1450,10,79,317,2
3779,-1592,4,77,245,0
52500.3,-6410,55,234,2464,4
12429.5,-2443.19,39,136,619,4
292421,-12268,340,515,8866,0
478163,-11300,44,483,15505,4
89155,-5977,49,267,3540,0
31324.5,-3471.3,74,176,1922,3
3728.32,-765622,24,51,132,4
26920.8,-3715.18,37,174,1415,0
81817.3,-2870,53,223,2059,3
9439.2,-2963.01,98,130,490,2
128536,-7136,53,308,5421,0
28495.3,-3478.53,32,179,1626,4
52231.5,-3150,39,188,2599,3
68943.4,-5165.95,146,247,3373,1
36201.5,-3730,44,196,1997,5
52729,-6067.11,60,288,2334,5
60062.4,-6110,36,247,2754,3
11139.7,-1878.67,20,102,764,4
27280.7,-2907.63,86,156,1521,4
4253.85,-1060,14,88,292,1
27458.3,-1990,39,156,1364,3
5616.03,-1660,16,79,292,2
9424.94,-2889.24,23,138,554,2
39271.5,-2720,26,196,1885,3
4283.91,-1310,11,79,317,2
34410.8,-4515.51,130,208,1691,4
102008,-5610.24,151,281,4061,4
114234,-2220,47,235,4905,3
21965.5,-2771.98,67,145,1156,5
110838,-5270,34,322,4619,4
63.4633,-407,96,33,5,2
39936.2,-3729.77,35,193,2118,4
39537,-5705,54,253,1875,0
145551,-8616,193,359,6078,0
46095.6,-5504.43,47,273,2061,3
113290,-9224,114,329,3978,0
10323.9,-3240,20,109,689,3
38973,-5079,22,197,2051,0
10095.3,-2630,42,154,587,2
10120.2,4320,36,154,587,2
7612.08,-1763.44,77,104,457,5
259844,-6170,104,537,8350,4
7567.57,-1843.06,75,104,457,2
516194,-11570.9,143,540,18067,4
22656,-4459,47,163,1207,0
3766.63,-808519,44,51,132,5
1446.96,-1027.19,42,52,133,2
49027,-2730,47,223,2059,3
183809,-9681,258,404,6978,0
30492.3,-3333.34,123,171,1747,5
35792.5,-4770,27,234,1581,2
2175.72,-1056.32,20,54,165,1
146238,-5130,60,315,5844,5
35489.8,-4235.18,94,208,1691,5
30398.9,-1910,29,194,1521,4
244713,-11300,84,540,8870,3
180424,-10480,50,356,6857,0
315037,-11862,155,414,10385,0
26566.5,-2540,24,156,1364,3
4829.14,-2700,14,86,205,2
9520.19,-3018.13,98,130,490,2
11184.6,-2689.79,84,139,587,5
50289.4,-3370,39,234,2464,3
4226.39,-1940,12,79,317,2
9623,-2960,16,149,585,0
6523.08,-2100,13,119,395,5
10705,-2053,29,113,653,0
270648,-10000,103,537,8350,3
37853.8,-4191.1,133,205,1751,2
544513,-12586,161,597,14153,0
10368.1,-3160,13,109,689,3
6943,-1092,9,86,456,0
4271.69,-1630,13,79,317,2
1961.18,-1102.76,5,63,166,3
4417.01,-941,17,88,292,2
2226.62,-567707,3,43,161,5
201891,-8790,57,390,7459,5
30389.7,-2460,40,194,1521,5
181433,-4810,88,403,6746,3
103745,-2810,14,220,3450,3
14098.9,-2450.85,80,120,809,3
13588.2,-2887.48,18,148,729,4
73576.6,-3520,20,249,3630,2
2052.5,-584989,9,43,161,5
11450,-1933.85,24,102,764,4
31541,-5869,22,169,1690,0
27847,-3818.59,67,214,1469,4
36875.2,-4146.96,110,205,1751,3
27294.6,-2968.33,83,156,1521,5
34850.3,-4342.15,125,208,1691,4
120748,-8282,26,304,4917,0
68802.1,-5243.05,147,247,3373,1
38197,-4051.75,21,193,2118,4
51695.7,-4344.86,114,209,2534,5
16424,-4273,59,126,726,0
51832.7,-6007.91,59,288,2334,4
164419,-7752,57,344,5849,0
5007.76,-2219.53,73,107,346,3
35810.3,-4297.08,110,208,1691,4
4152.67,-1500.11,116,88,318,2
73626.2,-3970,28,249,3630,2
160238,-9820,88,388,6290,3
471266,-12026,124,641,14152,0
52037,-5911.85,56,288,2334,5
4250.86,-1320,16,88,292,1
31393.6,-108,31,166,1111,3
410295,-10300,65,473,14125,3
78977.5,-6020,57,272,3539,3
28692.9,-2130,32,194,1521,5
9908,-2307,19,120,486,0
5224.05,-2167.95,60,107,346,3
344682,-7770,93,462,11563,5
28895.6,-1080,18,166,1414,3
3402.5,-803096,47,51,132,2
41398.1,-2200,45,234,1581,4
1390.93,-910956,27,51,102,5
17391.2,-3999.89,80,172,973,3
7619.87,-1770.49,68,104,457,2
127748,-5542,117,257,5517,0
2729.62,-1759.8,49,83,187,0
284377,-10113,61,463,10829,0
86561.7,-5940,50,254,3885,3
50124.6,-4180,55,215,2188,3
57548.5,-2650,45,223,2822,4
12439.7,-2885.69,57,136,619,3
11123.6,-1842.1,17,102,764,4
60300.4,-3800,35,247,2754,3
11155.2,-1916.24,17,102,764,4
31024,-3150,51,216,1525,0
10373.7,-2750,15,109,689,3
37913.1,-3709.85,50,180,2054,5
88232.9,-3110,29,220,3450,4
70862.4,-4947.6,130,247,3373,2
742906,-18695,74,628,22089,0
90037,-6933,170,288,4066,0
9436.65,-2889.15,93,130,490,2
4800.58,-1350,21,85,343,1
4244.9,-1260,19,88,292,2
85728.9,-2670,19,220,3450,3
40015.9,-3060,15,196,1885,3
16947.5,-3910.36,85,172,973,3
9442,-2257,43,123,487,0
73675.8,-5690,21,249,3630,2
7382.78,-1489.92,24,93,545,2
5260.81,-2172.33,55,107,346,3
39046.1,-2790,16,196,1885,3
79748.6,-7030,46,272,3539,3
79305,-3456,33,227,3704,0
46045.9,-5891.05,71,273,2061,4
117560,-3790,60,271,4426,2
2849.35,-1226.36,45,67,224,4
548951,-14501,173,613,15012,0
38044.7,-3802.43,38,180,2054,5
51460.2,-2730,31,188,2599,3
12983.4,-2768.24,15,132,806,4
5399.23,-1400,17,79,292,2
4793.2,-968,22,85,343,1
161541,-8280,72,388,6290,3
1783.92,-1416.54,11,76,147,5
4338.83,-1690,23,85,343,1
83405,-5987,21,207,3708,0
4328.39,-1170,14,88,292,1
4069,-1520,12,79,317,2
110734,-5400,40,257,4523,0
1395,-931193,38,52,133,3
61731.5,-3929.65,117,217,2904,4
186285,-6082,45,345,5963,0
4044.92,-1434.02,11,72,340,5
12103.7,-2713.73,93,136,619,4
145770,-9618,212,330,5852,0
13514.7,-483,52,121,808,5
25927.6,-3330.62,23,174,1415,4
116919,-6853,149,309,5013,0
13828,-3979,36,146,807,0
13733,-4577,30,171,764,0
12820.7,-2734.45,15,132,806,4
6514,-2869,19,112,424,0
6917.85,-2147.87,32,108,428,5
2780.94,-1391.63,54,67,224,2
6393,-2099,17,108,424,0
28734.5,-2230,36,194,1521,5
75361.1,-4730,43,264,3217,3
73435.8,-5130,28,249,3630,2
1413.68,-1061.21,33,52,133,4
280166,-10700,109,537,8350,3
180892,-8642,302,368,7097,0
1869,-2169,7,68,89,0
26298,-5131,10,127,1355,0
1358,-1940,4,63,117,0
1154,-961,15,62,88,0
50.7956,-571,6,33,5,1
26292,-1957,17,159,1573,0
112332,1670,43,235,4905,3
116594,-4570,51,271,4426,3
20458.5,-3296.78,90,163,1162,4
25774.2,-3361.88,35,174,1415,4
27171.9,-2889.25,88,156,1521,5
28884.6,-3427.86,34,179,1626,5
40858.1,-2850,38,234,1581,4
42299,-2690,42,234,1581,2
2842.69,-1169.14,48,67,224,3
15376,-3014,14,134,933,0
70867.3,-4838.65,109,247,3373,2
240508,-10800,86,537,8350,3
47536.2,-5210,23,215,2188,3
60029.4,-4780,24,247,2754,3
30103.7,-3260.76,121,171,1747,5
344638,-10612,100,480,12026,0
8026,-2107,25,127,373,0
37741,-3161,22,184,2119,0
49.7854,-441,92,33,5,4
4175.54,-1540.61,122,88,318,2
15478.1,-2794.54,77,134,970,4
34213.6,-1800,41,166,1414,3
10226.4,-1840,28,109,689,3
11214,-3099.43,37,156,654,4
4279.41,-935,21,88,292,2
11710.6,-3201.09,40,156,654,4
51211.5,-4538.91,119,209,2534,4
29651,-7068,16,260,1416,0
161519,-10000,91,388,6290,4
90520.9,-5460,47,254,3885,3
45565,-6352,54,263,2060,0
10216.2,-2180,37,154,587,3
12852.8,-2686.14,15,132,806,4
95259,-5671,159,299,3628,0
414233,-7450,68,473,14125,3
16105,-3843,23,133,1058,0
11610.2,-3012.64,30,156,654,4
4549.72,-1197.51,22,72,340,4
38232.7,6930,24,234,1581,2
9651.8,-2839.08,41,138,554,4
38814.9,-2850,41,196,1997,3
22109,-2874.81,63,145,1156,4
4926.94,-793,21,85,343,1
22297.7,-4038.71,27,176,1313,0
1081,-1155,21,50,72,0
26794.5,-2943.2,99,158,1403,4
11900.6,-1805.48,8,105,765,2
11014,-3164.21,35,156,654,4
20529,-2884.53,66,145,1156,4
160620,-6341.91,141,352,6744,2
79695,-6825,252,310,3464,0
16743.2,-1664.08,0,142,844,5
86899.5,-2510,12,220,3450,3
14497.6,-2276.45,84,120,809,5
155807,-5761,52,299,6966,0
29264,-5887,79,169,1310,0
12258,-3883,5,152,618,0
1396.73,-591311,23,40,100,4
35419,-3358,45,195,1929,0
9408.3,-3216.58,19,138,554,2
63430.3,-3940,30,223,2822,4
11115,-1501,28,104,454,0
7311.09,-1000,157,109,486,5
27087.6,-1640,19,166,1414,5
10650,-2493,31,137,555,0
37776.8,-4162,128,205,1751,2
9303.39,-2807.07,22,138,554,4
51294,-4580,49,260,2198,0
51315.7,-2920,28,188,2599,4
141377,-6088.35,173,308,6057,3
37976.4,-3799.92,38,180,2054,5
7401.87,-1576.64,51,93,545,3
9479.92,-2451.65,15,123,621,3
15087,-4600,35,157,889,0
10519.2,-2883.01,96,139,587,2
447557,-11461,67,456,15861,0
54449,-5902,35,248,2398,0
35581.1,-10.6,42,234,1581,2
3930.71,-1267.04,8,72,340,4
51268.2,-3420,41,234,2464,2
4666.57,-2594.47,33,131,271,5
14095,-2354.46,96,120,809,3
9992.07,-3010,54,105,649,2
73977,-5182,36,299,3379,0
9499,-2491,25,103,344,0
71981.5,-4550,25,249,3630,2
21418.4,-2789.92,82,139,1108,0
10538.6,-2130,36,154,587,3
1448.62,-969618,37,52,133,2
2199.02,-1123.68,19,54,165,2
12840.7,-2739.81,15,132,806,4
9156,-3039,17,100,651,0
141362,-4730,43,315,5844,3
10321.3,-3480,15,109,689,3
13150,-3447,14,131,807,0
4257.58,-835,14,88,292,2
31956,-3774,36,193,1643,0
136908,-7619,78,351,5325,0
160109,-7623.56,73,352,6744,2
39095.3,-2190,16,196,1885,3
24231.9,-3530,34,182,1212,5
13859,-3866,13,141,928,0
27383.8,-2886.97,91,156,1521,4
9323,-899,27,135,556,0
183308,-4570,84,403,6746,3
146542,-8242,50,326,5954,0
68787.9,-5227.6,147,247,3373,1
17627,-3871,167,135,888,0
95197,-5120,43,294,4063,0
163450,-6937,89,368,5963,0
4818.5,-1340,23,85,343,1
191253,-10477,70,430,6866,0
36370.7,-401,37,166,1111,4
24602.2,-370,15,166,1111,2
26143.6,-3130,25,156,1364,3
156749,-8049,38,364,5018,0
16902.6,-4028.75,67,172,973,4
161589,-10900,85,388,6290,4
136881,-6509,52,329,4725,0
60788.8,-5720,27,247,2754,3
38245,-5814,122,200,1753,0
9022.32,-1670,22,102,516,5
201487,-6570,49,390,7459,4
19381,-3283,74,124,622,0
38051.3,-3708.59,43,180,2054,5
14822.2,-2525.86,51,134,970,3
6157,-2741,6,97,395,0
50141.1,-5100,25,216,2677,2
11047.6,-3111.05,33,156,654,4
2945,-2456,18,80,226,0
1458,-1637,6,78,102,0
16383,-2204,24,154,891,0
4718.89,-1290,23,85,343,1
140903,-3840,53,315,5844,3
16306.5,-3207.34,85,172,973,5
198621,-7200,51,390,7459,4
78852.1,-6580,59,272,3539,3
21043,-3563,40,149,1019,0
97298.6,-5670.54,50,294,4249,4
2227.55,-1120.23,20,54,165,1
309356,-15417,114,585,9559,0
46875.7,-5510,23,215,2188,3
37727.2,-3769.87,40,193,2118,3
41347.3,-2130,40,166,1414,4
